Disease	DiseaseId
Left ventricular dysfunction	4271
Left ventricular enlargement	4272
Left ventricular failure	4273
Left ventricular hypertrophy	4274
Left-to-right cardiac shunt	4275
Leg amputation	4276
Legionella infection	4277
Leiomyoma	4278
Leiomyosarcoma	4279
Leiomyosarcoma metastatic	4280
Leiomyosarcoma recurrent	4281
Leishmaniasis	4282
Lemierre syndrome	4283
Lemmel's syndrome	4284
Lennox-Gastaut syndrome	4285
Lens abnormality, congenital	4286
Lens dislocation	4287
Lens disorder	4288
Lenticular opacities	4289
Lenticular operation	4290
Lentigo	4291
Lentigo maligna	4292
Lepromatous leprosy	4293
Leprosy	4294
Leptospirosis	4295
Leriche syndrome	4296
Lethargy	4297
Leukaemia	4298
Leukaemia cutis	4299
Leukaemia in remission	4300
Leukaemia monocytic	4301
Leukaemia recurrent	4302
Leukaemic infiltration	4303
Leukaemic infiltration hepatic	4304
Leukaemic infiltration pulmonary	4305
Leukaemoid reaction	4306
Leukapheresis	4307
Leukocytosis	4308
Leukoderma	4309
Leukodystrophy	4310
Leukoencephalomyelitis	4311
Leukoencephalopathy	4312
Leukoerythroblastosis	4313
Leukopenia	4314
Leukoplakia	4315
Leukoplakia oral	4316
Lhermitte's sign	4317
Li-Fraumeni syndrome	4318
Libido decreased	4319
Libido disorder	4320
Libido increased	4321
Lice infestation	4322
Lichen planus	4323
Lichen sclerosus	4324
Lichen striatus	4325
Lichenification	4326
Lichenoid keratosis	4327
Liddle's syndrome	4328
Life support	4329
Ligament disorder	4330
Ligament injury	4331
Ligament operation	4332
Ligament rupture	4333
Ligament sprain	4334
Light chain analysis increased	4335
Light chain disease	4336
Limb amputation	4337
Limb asymmetry	4338
Limb crushing injury	4339
Limb deformity	4340
Limb discomfort	4341
Limb fracture	4342
Limb injury	4343
Limb malformation	4344
Limb mass	4345
Limb operation	4346
Limb reattachment surgery	4347
Limb reduction defect	4348
Limb traumatic amputation	4349
Limbic encephalitis	4350
Linear IgA disease	4351
Lip and/or oral cavity cancer	4352
Lip and/or oral cavity cancer recurrent	4353
Lip and/or oral cavity cancer stage IV	4354
Lip blister	4355
Lip cosmetic procedure	4356
Lip discolouration	4357
Lip dry	4358
Lip erosion	4359
Lip haemorrhage	4360
Lip injury	4361
Lip neoplasm	4362
Lip neoplasm malignant stage unspecified	4363
Lip pain	4364
Lip swelling	4365
Lip ulceration	4366
Lipase increased	4367
Lipid metabolism disorder	4368
Lipids abnormal	4369
Lipids increased	4370
Lipoatrophy	4371
Lipoma	4372
Lipoma excision	4373
Lipoma of breast	4374
Lipomatosis	4375
Lipoprotein (a) decreased	4376
Liposarcoma	4377
Liposarcoma metastatic	4378
Liposarcoma recurrent	4379
Liposuction	4380
Lissencephaly	4381
Listeria encephalitis	4382
Listeria sepsis	4383
Listless	4384
Lithiasis	4385
Lithotripsy	4386
Liver abscess	4387
Liver carcinoma ruptured	4388
Liver disorder	4389
Liver function test abnormal	4390
Liver function test increased	4391
Liver injury	4392
Liver operation	4393
Liver scan abnormal	4394
Liver tenderness	4395
Liver transplant	4396
Liver transplant failure	4397
Liver transplant rejection	4398
Living alone	4399
Living in residential institution	4400
Lobular breast carcinoma in situ	4401
Local anaesthesia	4402
Localised infection	4403
Localised oedema	4404
Locked-in syndrome	4405
Locomotive syndrome	4406
Logorrhoea	4407
Long QT syndrome	4408
Long QT syndrome congenital	4409
Loose associations	4410
Lordosis	4411
Loss of consciousness	4412
Loss of employment	4413
Loss of personal independence in daily activities	4414
Low birth weight baby	4415
Low cardiac output syndrome	4416
Low density lipoprotein	4417
Low density lipoprotein abnormal	4418
Low density lipoprotein apheresis	4419
Low density lipoprotein increased	4420
Low set ears	4421
Lower gastrointestinal haemorrhage	4422
Lower gastrointestinal perforation	4423
Lower limb fracture	4424
Lower respiratory tract infection	4425
Lower respiratory tract infection bacterial	4426
Lower respiratory tract inflammation	4427
Lower urinary tract symptoms	4428
Lumbar hernia	4429
Lumbar puncture	4430
Lumbar radiculopathy	4431
Lumbar spinal stenosis	4432
Lumbar vertebral fracture	4433
Lumbarisation	4434
Lumboperitoneal shunt	4435
Lung abscess	4436
Lung adenocarcinoma	4437
Lung adenocarcinoma recurrent	4438
Lung adenocarcinoma stage 0	4439
Lung adenocarcinoma stage I	4440
Lung adenocarcinoma stage II	4441
Lung adenocarcinoma stage III	4442
Lung adenocarcinoma stage IV	4443
Lung assist device therapy	4444
Lung cancer metastatic	4445
Lung carcinoma cell type unspecified recurrent	4446
Lung carcinoma cell type unspecified stage I	4447
Lung carcinoma cell type unspecified stage II	4448
Lung carcinoma cell type unspecified stage III	4449
Lung carcinoma cell type unspecified stage IV	4450
Lung consolidation	4451
Lung cyst	4452
Lung cyst removal	4453
Lung diffusion test decreased	4454
Lung disorder	4455
Lung hyperinflation	4456
Lung infiltration	4457
Lung lobectomy	4458
Lung neoplasm	4459
Lung neoplasm malignant	4460
Lung neoplasm surgery	4461
Lung opacity	4462
Lung operation	4463
Lung squamous cell carcinoma metastatic	4464
Lung squamous cell carcinoma recurrent	4465
Lung squamous cell carcinoma stage I	4466
Lung squamous cell carcinoma stage II	4467
Lung squamous cell carcinoma stage III	4468
Lung squamous cell carcinoma stage IV	4469
Lung transplant	4470
Lung transplant rejection	4471
Lupoid hepatic cirrhosis	4472
Lupus cystitis	4473
Lupus endocarditis	4474
Lupus enteritis	4475
Lupus miliaris disseminatus faciei	4476
Lupus nephritis	4477
Lupus pancreatitis	4478
Lupus pleurisy	4479
Lupus vulgaris	4480
Lupus-like syndrome	4481
Luteal phase deficiency	4482
Lyme disease	4483
Lymph node abscess	4484
Lymph node calcification	4485
Lymph node palpable	4486
Lymph node tuberculosis	4487
Lymph nodes scan abnormal	4488
Lymphadenectomy	4489
Lymphadenitis	4490
Lymphadenitis bacterial	4491
Lymphadenopathy	4492
Lymphadenopathy mediastinal	4493
Lymphangiectasia	4494
Lymphangiectasia intestinal	4495
Lymphangioleiomyomatosis	4496
Lymphangioma	4497
Lymphangiopathy	4498
Lymphangiosarcoma	4499
Lymphangiosis carcinomatosa	4500
Lymphangitis	4501
Lymphatic duct injury	4502
Lymphatic fistula	4503
Lymphatic system neoplasm	4504
Lymphocele	4505
Lymphocyte adoptive therapy	4506
Lymphocyte count decreased	4507
Lymphocyte count increased	4508
Lymphocyte percentage decreased	4509
Lymphocytic hypophysitis	4510
Lymphocytic infiltration	4511
Lymphocytic leukaemia	4512
Lymphocytic lymphoma	4513
Lymphocytosis	4514
Lymphoedema	4515
Lymphoma	4516
Lymphoma AIDS related	4517
Lymphoma transformation	4518
Lymphomatoid papulosis	4519
Lymphopenia	4520
Lymphoplasmacytoid lymphoma/immunocytoma	4521
Lymphoplasmacytoid lymphoma/immunocytoma stage IV	4522
Lymphoproliferative disorder	4523
Lymphorrhoea	4524
Lysinuric protein intolerance	4525
MELAS syndrome	4526
MYH9-related disease	4527
Macroamylasaemia	4528
Macroangiopathy	4529
Macrocephaly	4530
Macrogenia	4531
Macroglossia	4532
Macrosomia	4533
Macular degeneration	4534
Macular detachment	4535
Macular dystrophy congenital	4536
Macular fibrosis	4537
Macular hole	4538
Macular ischaemia	4539
Macular oedema	4540
Macular pseudohole	4541
Macular scar	4542
Macular telangiectasia	4543
Maculopathy	4544
Magnetic resonance imaging	4545
Magnetic resonance imaging abnormal	4546
Magnetic resonance imaging head abnormal	4547
Magnetic therapy	4548
Maintenance of anaesthesia	4549
Major depression	4550
Malabsorption	4551
Malaise	4552
Malaria	4553
Malassezia infection	4554
Male genital tract tuberculosis	4555
Male sexual dysfunction	4556
Malformation venous	4557
Malignant anorectal neoplasm	4558
Malignant ascites	4559
Malignant blue naevus	4560
Malignant cranial nerve neoplasm	4561
Malignant exophthalmos	4562
Malignant fibrous histiocytoma	4563
Malignant fibrous histiocytoma metastatic	4564
Malignant fibrous histiocytoma recurrent	4565
Malignant genitourinary tract neoplasm	4566
Malignant glioma	4567
Malignant haemangiopericytoma	4568
Malignant haemangiopericytoma metastatic	4569
Malignant histiocytosis	4570
Malignant hydatidiform mole	4571
Malignant hypertension	4572
Malignant mediastinal neoplasm	4573
Malignant melanoma	4574
Malignant melanoma of eyelid	4575
Malignant melanoma of sites other than skin	4576
Malignant melanoma stage I	4577
Malignant melanoma stage II	4578
Malignant melanoma stage III	4579
Malignant melanoma stage IV	4580
Malignant mesenchymoma	4581
Malignant mesenchymoma recurrent	4582
Malignant mesenteric neoplasm	4583
Malignant muscle neoplasm	4584
Malignant neoplasm of ampulla of Vater	4585
Malignant neoplasm of choroid	4586
Malignant neoplasm of conjunctiva	4587
Malignant neoplasm of eyelid	4588
Malignant neoplasm of islets of Langerhans	4589
Malignant neoplasm of lacrimal gland	4590
Malignant neoplasm of orbit	4591
Malignant neoplasm of pleura	4592
Malignant neoplasm of renal pelvis	4593
Malignant neoplasm of spermatic cord	4594
Malignant neoplasm of spinal cord	4595
Malignant neoplasm of thymus	4596
Malignant neoplasm of unknown primary site	4597
Malignant neoplasm papilla of Vater	4598
Malignant neoplasm progression	4599
Malignant nipple neoplasm	4600
Malignant oligodendroglioma	4601
Malignant palate neoplasm	4602
Malignant peritoneal neoplasm	4603
Malignant pituitary tumour	4604
Malignant pleural effusion	4605
Malignant splenic neoplasm	4606
Malignant urinary tract neoplasm	4607
Mallory-Weiss syndrome	4608
Malnutrition	4609
Malnutrition-inflammation-atherosclerosis syndrome	4610
Malocclusion	4611
Malpositioned teeth	4612
Mammoplasty	4613
Mandibular mass	4614
Mandibulofacial dysostosis	4615
Mania	4616
Mantle cell lymphoma	4617
Mantle cell lymphoma recurrent	4618
Mantle cell lymphoma refractory	4619
Mantle cell lymphoma stage I	4620
Mantle cell lymphoma stage III	4621
Mantle cell lymphoma stage IV	4622
Marasmus	4623
Marfan's syndrome	4624
Marginal zone lymphoma	4625
Marine Lenhart syndrome	4626
Married	4627
Marrow hyperplasia	4628
Mass	4629
Mass excision	4630
Massage	4631
Mastectomy	4632
Mastication disorder	4633
Masticatory pain	4634
Mastitis	4635
Mastoiditis	4636
Maternal alcohol use	4637
Maternal condition affecting foetus	4638
Maternal exposure before pregnancy	4639
Maternal exposure during pregnancy	4640
Maternal exposure timing unspecified	4641
Maternal hypertension affecting foetus	4642
Maternal therapy to enhance foetal lung maturity	4643
Mature B-cell type acute leukaemia	4644
Maxillary antrum operation	4645
May-Thurner syndrome	4646
Mayer-Rokitansky-Kuster-Hauser syndrome	4647
Mean cell haemoglobin decreased	4648
Measles	4649
Mechanical ileus	4650
Mechanical urticaria	4651
Mechanical ventilation	4652
Meconium aspiration syndrome	4653
Meconium peritonitis	4654
Meconium stain	4655
Median nerve injury	4656
Mediastinal abscess	4657
Mediastinal disorder	4658
Mediastinal haematoma	4659
Mediastinal mass	4660
Mediastinal shift	4661
Mediastinitis	4662
Mediastinoscopy	4663
Mediastinum neoplasm	4664
Medical counselling	4665
Medical device implantation	4666
Medical device removal	4667
Medical device site infection	4668
Medical device site joint infection	4669
Medical diet	4670
Medical observation	4671
Medical procedure	4672
Medication overuse headache	4673
Medium-chain acyl-coenzyme A dehydrogenase deficiency	4674
Medullary thyroid cancer	4675
Medulloblastoma	4676
Medulloblastoma recurrent	4677
Megacolon	4678
Megakaryocytes increased	4679
Meibomianitis	4680
Meige's syndrome	4681
Melaena	4682
Melanocytic naevus	4683
Melkersson-Rosenthal syndrome	4684
Memory impairment	4685
Meniere's disease	4686
Meningeal disorder	4687
Meningeal neoplasm	4688
Meningioma	4689
Meningioma malignant	4690
Meningioma surgery	4691
Meningism	4692
Meningitis	4693
Meningitis aseptic	4694
Meningitis aspergillus	4695
Meningitis bacterial	4696
Meningitis candida	4697
Meningitis chemical	4698
Meningitis cryptococcal	4699
Meningitis enterococcal	4700
Meningitis fungal	4701
Meningitis herpes	4702
Meningitis listeria	4703
Meningitis meningococcal	4704
Meningitis pneumococcal	4705
Meningitis staphylococcal	4706
Meningitis tuberculous	4707
Meningitis viral	4708
Meningocele	4709
Meningoencephalitis amoebic	4710
Meningoencephalitis bacterial	4711
Meningoencephalitis herpetic	4712
Meningoencephalitis viral	4713
Meningomyelocele	4714
Meniscus cyst	4715
Meniscus injury	4716
Meniscus removal	4717
Menkes' syndrome	4718
Menometrorrhagia	4719
Menopausal depression	4720
Menopausal symptoms	4721
Menopause	4722
Menstrual cycle management	4723
Menstrual disorder	4724
Menstruation irregular	4725
Mental disability	4726
Mental disorder	4727
Mental disorder due to a general medical condition	4728
Mental fatigue	4729
Mental impairment	4730
Mental status changes	4731
Mentally late developer	4732
Mesangioproliferative glomerulonephritis	4733
Mesenteric arterial occlusion	4734
Mesenteric artery embolism	4735
Mesenteric artery stenosis	4736
Mesenteric artery thrombosis	4737
Mesenteric neoplasm	4738
Mesenteric panniculitis	4739
Mesenteric vascular occlusion	4740
Mesenteric vein thrombosis	4741
Mesothelioma	4742
Mesothelioma malignant	4743
Mesothelioma malignant recurrent	4744
Metabolic acidosis	4745
Metabolic alkalosis	4746
Metabolic disorder	4747
Metabolic encephalopathy	4748
Metabolic syndrome	4749
Metachromatic leukodystrophy	4750
Metal poisoning	4751
Metamorphopsia	4752
Metaplasia	4753
Metaplastic breast carcinoma	4754
Metapneumovirus infection	4755
Metastases to Eustachian tube	4756
Metastases to abdominal cavity	4757
Metastases to abdominal wall	4758
Metastases to adrenals	4759
Metastases to biliary tract	4760
Metastases to bladder	4761
Metastases to bone	4762
Metastases to bone marrow	4763
Metastases to breast	4764
Metastases to central nervous system	4765
Metastases to chest wall	4766
Metastases to diaphragm	4767
Metastases to eye	4768
Metastases to fallopian tube	4769
Metastases to gallbladder	4770
Metastases to gastrointestinal tract	4771
Metastases to heart	4772
Metastases to kidney	4773
Metastases to larynx	4774
Metastases to liver	4775
Metastases to lung	4776
Metastases to lymph nodes	4777
Metastases to meninges	4778
Metastases to mouth	4779
Metastases to muscle	4780
Metastases to nasal sinuses	4781
Metastases to neck	4782
Metastases to nervous system	4783
Metastases to oesophagus	4784
Metastases to ovary	4785
Metastases to pancreas	4786
Metastases to pelvis	4787
Metastases to penis	4788
Metastases to perineum	4789
Metastases to peripheral vascular system	4790
Metastases to peritoneum	4791
Metastases to pharynx	4792
Metastases to pituitary gland	4793
Metastases to pleura	4794
Metastases to prostate	4795
Metastases to rectum	4796
Metastases to reproductive organ	4797
Metastases to retroperitoneum	4798
Metastases to salivary gland	4799
Metastases to skin	4800
Metastases to soft tissue	4801
Metastases to spinal cord	4802
Metastases to spine	4803
Metastases to spleen	4804
Metastases to stomach	4805
Metastases to testicle	4806
Metastases to the mediastinum	4807
Metastases to thorax	4808
Metastases to thyroid	4809
Metastases to tonsils	4810
Metastases to trachea	4811
Metastases to urinary tract	4812
Metastases to uterus	4813
Metastases to vagina	4814
Metastasis	4815
Metastatic carcinoid tumour	4816
Metastatic carcinoma of the bladder	4817
Metastatic choriocarcinoma	4818
Metastatic gastric cancer	4819
Metastatic lymphoma	4820
Metastatic malignant melanoma	4821
Metastatic neoplasm	4822
Metastatic nervous system neoplasm	4823
Metastatic renal cell carcinoma	4824
Metastatic salivary gland cancer	4825
Metastatic squamous cell carcinoma	4826
Metastatic uterine cancer	4827
Methaemoglobinaemia	4828
Methylenetetrahydrofolate reductase deficiency	4829
Methylmalonic aciduria	4830
Mevalonate kinase deficiency	4831
Microalbuminuria	4832
Microangiopathic haemolytic anaemia	4833
Microcephaly	4834
Microcytic anaemia	4835
Microencephaly	4836
Microgenia	4837
Micrognathia	4838
Micrographic skin surgery	4839
Micropenis	4840
Microphthalmos	4841
Microsatellite instability cancer	4842
Microscopic polyangiitis	4843
Microtia	4844
Microvascular coronary artery disease	4845
Micturition disorder	4846
Micturition urgency	4847
Middle insomnia	4848
Middle lobe syndrome	4849
Migraine	4850
Migraine with aura	4851
Migraine without aura	4852
Mikulicz's disease	4853
Milk allergy	4854
Miller Fisher syndrome	4855
Mineral metabolism disorder	4856
Mineral supplementation	4857
Minimal residual disease	4858
Mirror syndrome	4859
Mismatched donor bone marrow transplantation therapy	4860
Mite allergy	4861
Mitochondrial cytopathy	4862
Mitochondrial encephalomyopathy	4863
Mitochondrial enzyme deficiency	4864
Mitochondrial myopathy	4865
Mitral commissurotomy	4866
Mitral valve atresia	4867
Mitral valve calcification	4868
Mitral valve disease	4869
Mitral valve disease mixed	4870
Mitral valve incompetence	4871
Mitral valve prolapse	4872
Mitral valve repair	4873
Mitral valve replacement	4874
Mitral valve sclerosis	4875
Mitral valve stenosis	4876
Mixed adenoneuroendocrine carcinoma	4877
Mixed anxiety and depressive disorder	4878
Mixed connective tissue disease	4879
Mixed deafness	4880
Mixed dementia	4881
Mixed hepatocellular cholangiocarcinoma	4882
Mixed incontinence	4883
Mixed-type liposarcoma	4884
Mobility decreased	4885
Molluscum contagiosum	4886
Monoclonal antibody immunoconjugate therapy	4887
Monoclonal gammopathy	4888
Monoclonal immunoglobulin present	4889
Monocyte count decreased	4890
Monocyte count increased	4891
Monocytosis	4892
Monogenic diabetes	4893
Mononeuritis	4894
Mononeuropathy	4895
Mononeuropathy multiplex	4896
Monoparesis	4897
Monoplegia	4898
Mood altered	4899
Mood disorder due to a general medical condition	4900
Mood swings	4901
Moraxella infection	4902
Morphoea	4903
Morton's neuralgia	4904
Mosaicism	4905
Motion sickness	4906
Motor developmental delay	4907
Motor dysfunction	4908
Motor neurone disease	4909
Mouth cyst	4910
Mouth haemorrhage	4911
Mouth injury	4912
Mouth ulceration	4913
Movement disorder	4914
Moyamoya disease	4915
Mucinous breast carcinoma	4916
Muckle-Wells syndrome	4917
Mucocutaneous candidiasis	4918
Mucocutaneous leishmaniasis	4919
Mucoepidermoid carcinoma	4920
Mucoepidermoid carcinoma of salivary gland	4921
Mucolipidosis type II	4922
Mucopolysaccharidosis	4923
Mucopolysaccharidosis I	4924
Mucopolysaccharidosis II	4925
Mucopolysaccharidosis IV	4926
Mucormycosis	4927
Mucosal atrophy	4928
Mucosal disorder	4929
Mucosal erosion	4930
Mucosal haemorrhage	4931
Mucosal inflammation	4932
Mucosal necrosis	4933
Mucosal pain	4934
Mucosal ulceration	4935
Mucous stools	4936
Multi-organ disorder	4937
Multicentric reticulohistiocytosis	4938
Multifocal micronodular pneumocyte hyperplasia	4939
Multifocal motor neuropathy	4940
Multigravida	4941
Multiparous	4942
Multiple allergies	4943
Multiple chemical sensitivity	4944
Multiple congenital abnormalities	4945
Multiple drug therapy	4946
Multiple endocrine neoplasia	4947
Multiple endocrine neoplasia Type 1	4948
Multiple endocrine neoplasia Type 2	4949
Multiple endocrine neoplasia Type 2A	4950
Multiple epiphyseal dysplasia	4951
Multiple fractures	4952
Multiple injuries	4953
Multiple organ dysfunction syndrome	4954
Multiple pregnancy	4955
Multiple sclerosis	4956
Multiple sclerosis relapse	4957
Multiple sclerosis relapse prophylaxis	4958
Multiple system atrophy	4959
Multiple-drug resistance	4960
Mumps	4961
Mumps antibody test positive	4962
Mumps deafness	4963
Munchausen's syndrome	4964
Murine typhus	4965
Muscle abscess	4966
Muscle atrophy	4967
Muscle contractions involuntary	4968
Muscle contracture	4969
Muscle disorder	4970
Muscle electrostimulation therapy	4971
Muscle enzyme increased	4972
Muscle fatigue	4973
Muscle fibrosis	4974
Muscle haemorrhage	4975
Muscle hypertrophy	4976
Muscle injury	4977
Muscle operation	4978
Muscle relaxant therapy	4979
Muscle rigidity	4980
Muscle rupture	4981
Muscle spasms	4982
Muscle spasticity	4983
Muscle strain	4984
Muscle tightness	4985
Muscle tone disorder	4986
Muscle twitching	4987
Muscular dystrophy	4988
Muscular sarcoidosis	4989
Muscular weakness	4990
Musculoskeletal chest pain	4991
Musculoskeletal deformity	4992
Musculoskeletal discomfort	4993
Musculoskeletal disorder	4994
Musculoskeletal pain	4995
Musculoskeletal stiffness	4996
Mutism	4997
Myalgia	4998
Myasthenia gravis	4999
Myasthenia gravis crisis	5000
Myasthenic syndrome	5001
Mycobacterial disease carrier	5002
Mycobacterial infection	5003
Mycobacterium abscessus infection	5004
Mycobacterium avium complex infection	5005
Mycobacterium chelonae infection	5006
Mycobacterium kansasii infection	5007
Mycobacterium test positive	5008
Mycobacterium tuberculosis complex test positive	5009
Mycoplasma infection	5010
Mycotic allergy	5011
Mycotic corneal ulcer	5012
Mycotic endophthalmitis	5013
Mydriasis	5014
Myelitis	5015
Myelitis transverse	5016
Myeloblast count increased	5017
Myelocyte count increased	5018
Myelodysplastic syndrome	5019
Myelodysplastic syndrome transformation	5020
Myelodysplastic syndrome unclassifiable	5021
Myelofibrosis	5022
Myeloid leukaemia	5023
Myeloma cast nephropathy	5024
Myelomalacia	5025
Myelopathy	5026
Myeloproliferative neoplasm	5027
Myelosuppression	5028
Myocardial calcification	5029
Myocardial infarction	5030
Myocardial ischaemia	5031
Myocardial rupture	5032
Myocarditis	5033
Myoclonic epilepsy	5034
Myoclonus	5035
Myofascial pain syndrome	5036
Myofascitis	5037
Myoglobin urine	5038
Myoglobinuria	5039
Myomectomy	5040
Myopathy	5041
Myopia	5042
Myopic chorioretinal degeneration	5043
Myosclerosis	5044
Myositis	5045
Myotonia	5046
Myotonic dystrophy	5047
Myringitis	5048
Myringotomy	5049
Myxoedema	5050
Myxoedema coma	5051
Myxofibrosarcoma	5052
Myxoid liposarcoma	5053
N-terminal prohormone brain natriuretic peptide increased	5054
NUT midline carcinoma	5055
Naevus flammeus	5056
Nail candida	5057
Nail discolouration	5058
Nail disorder	5059
Nail infection	5060
Nail operation	5061
Nail psoriasis	5062
Nail-patella syndrome	5063
Narcissistic personality disorder	5064
Narcolepsy	5065
Narrow anterior chamber angle	5066
Nasal abscess	5067
Nasal aspiration	5068
Nasal cavity cancer	5069
Nasal cavity mass	5070
Nasal congestion	5071
Nasal cyst	5072
Nasal discharge discolouration	5073
Nasal disorder	5074
Nasal dryness	5075
Nasal mucosal disorder	5076
Nasal neoplasm	5077
Nasal obstruction	5078
Nasal operation	5079
Nasal polyps	5080
Nasal septal operation	5081
Nasal septum deviation	5082
Nasal septum perforation	5083
Nasal sinus cancer	5084
Nasal vestibulitis	5085
Nasoendoscopy	5086
Nasopharyngeal cancer	5087
Nasopharyngeal cancer stage II	5088
Nasopharyngeal cancer stage III	5089
Nasopharyngeal cancer stage IV	5090
Nasopharyngitis	5091
Natural killer cell count decreased	5092
Natural killer-cell leukaemia	5093
Natural killer-cell lymphoblastic lymphoma	5094
Nausea	5095
Near drowning	5096
Neck deformity	5097
Neck dissection	5098
Neck injury	5099
Neck mass	5100
Neck pain	5101
Neck surgery	5102
Necrosis	5103
Necrosis of artery	5104
Necrotising colitis	5105
Necrotising enterocolitis neonatal	5106
Necrotising fasciitis	5107
Necrotising gastritis	5108
Necrotising herpetic retinopathy	5109
Necrotising oesophagitis	5110
Necrotising retinitis	5111
Necrotising scleritis	5112
Negative pressure pulmonary oedema	5113
Negative thoughts	5114
Negativism	5115
Neisseria infection	5116
Neisseria test positive	5117
Neobladder surgery	5118
Neonatal asphyxia	5119
Neonatal aspiration	5120
Neonatal candida infection	5121
Neonatal cardiac failure	5122
Neonatal diabetes mellitus	5123
Neonatal disorder	5124
Neonatal hyponatraemia	5125
Neonatal hypotension	5126
Neonatal hypoxia	5127
Neonatal intestinal dilatation	5128
Neonatal leukaemia	5129
Neonatal mucocutaneous herpes simplex	5130
Neonatal neuroblastoma	5131
Neonatal respiratory depression	5132
Neonatal respiratory distress syndrome	5133
Neonatal seizure	5134
Neoplasm malignant	5135
Neoplasm of appendix	5136
Neoplasm of orbit	5137
Neoplasm of thymus	5138
Neoplasm progression	5139
Neoplasm prophylaxis	5140
Neoplasm prostate	5141
Neoplasm recurrence	5142
Neoplasm skin	5143
Neoplasm swelling	5144
Neovascular age-related macular degeneration	5145
Neovascularisation	5146
Nephrectomy	5147
Nephritic syndrome	5148
Nephritis	5149
Nephritis allergic	5150
Nephritis bacterial	5151
Nephritis radiation	5152
Nephroangiosclerosis	5153
Nephroblastoma	5154
Nephrocalcinosis	5155
Nephrogenic anaemia	5156
Nephrogenic diabetes insipidus	5157
Nephrolithiasis	5158
Nephropathy	5159
Nephropathy toxic	5160
Nephroprotective therapy	5161
Nephrosclerosis	5162
Nephrostomy	5163
Nephrotic syndrome	5164
Nephroureterectomy	5165
Nerve block	5166
Nerve compression	5167
Nerve conduction studies abnormal	5168
Nerve degeneration	5169
Nerve injury	5170
Nerve root injury cervical	5171
Nervous system disorder	5172
Nervousness	5173
Neuralgia	5174
Neuritic plaques	5175
Neuritis	5176
Neuritis cranial	5177
Neuroblastoma	5178
Neuroblastoma recurrent	5179
Neurocryptococcosis	5180
Neurocysticercosis	5181
Neurodegenerative disorder	5182
Neurodermatitis	5183
Neurodevelopmental disorder	5184
Neuroectodermal neoplasm	5185
Neuroendocrine breast tumour	5186
Neuroendocrine carcinoma	5187
Neuroendocrine carcinoma metastatic	5188
Neuroendocrine carcinoma of prostate	5189
Neuroendocrine carcinoma of the skin	5190
Neuroendocrine tumour	5191
Neuroendocrine tumour of the lung	5192
Neurofibroma	5193
Neurofibromatosis	5194
Neurofibrosarcoma	5195
Neurogenic bladder	5196
Neurogenic shock	5197
Neuroleptic malignant syndrome	5198
Neurologic somatic symptom disorder	5199
Neurological symptom	5200
Neuroma	5201
Neuromuscular blockade	5202
Neuromuscular blockade reversal	5203
Neuromyelitis optica spectrum disorder	5204
Neuromyotonia	5205
Neuronal ceroid lipofuscinosis	5206
Neuronal migration disorder	5207
Neurone-specific enolase increased	5208
Neuropathic arthropathy	5209
Neuropathy peripheral	5210
Neuropsychiatric lupus	5211
Neuropsychiatric symptoms	5212
Neuropsychiatric syndrome	5213
Neurosarcoidosis	5214
Neurosis	5215
Neurosyphilis	5216
Neurotoxicity	5217
Neurotransmitter level altered	5218
Neutralising antibodies positive	5219
Neutropenia	5220
Neutropenic colitis	5221
Neutropenic infection	5222
Neutropenic sepsis	5223
Neutrophil count decreased	5224
Neutrophil count increased	5225
Neutrophil function disorder	5226
Neutrophilia	5227
Neutrophilic dermatosis	5228
Newborn persistent pulmonary hypertension	5229
Nicotine dependence	5230
Nicotinic acid deficiency	5231
Niemann-Pick disease	5232
Night sweats	5233
Nightmare	5234
Nipple disorder	5235
Nipple resection	5236
No adverse event	5237
Nocardiosis	5238
Nocturia	5239
Nocturnal dyspnoea	5240
Nodal arrhythmia	5241
Nodal marginal zone B-cell lymphoma	5242
Nodal marginal zone B-cell lymphoma recurrent	5243
Nodal marginal zone B-cell lymphoma refractory	5244
Nodal osteoarthritis	5245
Nodal rhythm	5246
Nodular lymphocyte predominant Hodgkin lymphoma	5247
Nodular melanoma	5248
Nodule	5249
Non-24-hour sleep-wake disorder	5250
Non-Hodgkin's lymphoma	5251
Non-Hodgkin's lymphoma recurrent	5252
Non-Hodgkin's lymphoma stage I	5253
Non-Hodgkin's lymphoma stage II	5254
Non-Hodgkin's lymphoma stage III	5255
Non-Hodgkin's lymphoma stage IV	5256
Non-Hodgkin's lymphoma unspecified histology aggressive	5257
Non-Hodgkin's lymphoma unspecified histology indolent	5258
Non-alcoholic steatohepatitis	5259
Non-cardiogenic pulmonary oedema	5260
Non-cirrhotic portal hypertension	5261
Non-compaction cardiomyopathy	5262
Non-obstructive cardiomyopathy	5263
Non-pitting oedema	5264
Non-secretory adenoma of pituitary	5265
Non-small cell lung cancer	5266
Non-small cell lung cancer metastatic	5267
Non-small cell lung cancer recurrent	5268
Non-small cell lung cancer stage I	5269
Non-small cell lung cancer stage II	5270
Non-small cell lung cancer stage III	5271
Non-small cell lung cancer stage IIIA	5272
Non-small cell lung cancer stage IIIB	5273
Non-small cell lung cancer stage IV	5274
Non-tobacco user	5275
Nonalcoholic fatty liver disease	5276
Nongerminomatous germ cell tumour of the CNS	5277
Noninfective gingivitis	5278
Noninfective oophoritis	5279
