AdverseEventPreferredTerm	AdverseEventPreferredTermId
Jugular vein thrombosis	4361
Juvenile chronic myelomonocytic leukaemia	4362
Juvenile idiopathic arthritis	4363
Juvenile myoclonic epilepsy	4364
KL-6 increased	4365
Kaposi's sarcoma	4366
Kaposi's sarcoma AIDS related	4367
Karyotype analysis abnormal	4368
Kawasaki's disease	4369
Keloid scar	4370
Keratic precipitates	4371
Keratinising squamous cell carcinoma of nasopharynx	4372
Keratitis	4373
Keratitis bacterial	4374
Keratitis fungal	4375
Keratitis interstitial	4376
Keratitis viral	4377
Keratitis-ichthyosis-deafness syndrome	4378
Keratoacanthoma	4379
Keratoconus	4380
Keratolysis exfoliativa acquired	4381
Keratomalacia	4382
Keratopathy	4383
Kerion	4384
Kernicterus	4385
Ketoacidosis	4386
Ketonuria	4387
Ketosis	4388
Kidney congestion	4389
Kidney enlargement	4390
Kidney fibrosis	4391
Kidney infection	4392
Kidney malformation	4393
Kidney rupture	4394
Kidney transplant rejection	4395
Klebsiella bacteraemia	4396
Klebsiella infection	4397
Klebsiella sepsis	4398
Klebsiella test positive	4399
Kleptomania	4400
Knee arthroplasty	4401
Knee deformity	4402
Knee operation	4403
Kounis syndrome	4404
Kwashiorkor	4405
Kyphoscoliosis	4406
Kyphosis	4407
Labelled drug-drug interaction medication error	4408
Labelled drug-food interaction medication error	4409
Labile blood pressure	4410
Laboratory test	4411
Laboratory test abnormal	4412
Laboratory test interference	4413
Labour pain	4414
Lack of injection site rotation	4415
Lack of satiety	4416
Lack of spontaneous speech	4417
Lacrimal disorder	4418
Lacrimal duct procedure	4419
Lacrimal gland enlargement	4420
Lacrimal gland operation	4421
Lacrimal haemorrhage	4422
Lacrimal punctum agenesis	4423
Lacrimal sac cellulitis	4424
Lacrimation decreased	4425
Lacrimation disorder	4426
Lacrimation increased	4427
Lactase deficiency	4428
Lactate pyruvate ratio increased	4429
Lactation disorder	4430
Lactic acidosis	4431
Lactobacillus infection	4432
Lacunar infarction	4433
Lagophthalmos	4434
Langerhans' cell histiocytosis	4435
Language disorder	4436
Laparoscopic surgery	4437
Laparotomy	4438
Large cell lung cancer	4439
Large cell lung cancer stage IV	4440
Large for dates baby	4441
Large granular lymphocytosis	4442
Large intestinal haemorrhage	4443
Large intestinal obstruction	4444
Large intestinal polypectomy	4445
Large intestinal stenosis	4446
Large intestinal ulcer	4447
Large intestinal ulcer haemorrhage	4448
Large intestinal ulcer perforation	4449
Large intestine erosion	4450
Large intestine infection	4451
Large intestine operation	4452
Large intestine perforation	4453
Large intestine polyp	4454
Laryngeal cancer	4455
Laryngeal cancer stage 0	4456
Laryngeal cleft	4457
Laryngeal discomfort	4458
Laryngeal disorder	4459
Laryngeal dyspnoea	4460
Laryngeal granuloma	4461
Laryngeal haematoma	4462
Laryngeal haemorrhage	4463
Laryngeal inflammation	4464
Laryngeal injury	4465
Laryngeal keratotic plaque	4466
Laryngeal leukoplakia	4467
Laryngeal mask airway insertion	4468
Laryngeal mass	4469
Laryngeal necrosis	4470
Laryngeal neoplasm	4471
Laryngeal obstruction	4472
Laryngeal oedema	4473
Laryngeal pain	4474
Laryngeal papilloma	4475
Laryngeal squamous cell carcinoma	4476
Laryngeal stenosis	4477
Laryngeal ulceration	4478
Laryngeal web	4479
Laryngitis	4480
Laryngitis fungal	4481
Laryngitis viral	4482
Laryngomalacia	4483
Laryngopharyngitis	4484
Laryngospasm	4485
Laryngotracheal oedema	4486
Larynx irritation	4487
Late developer	4488
Late onset hypogonadism syndrome	4489
Latent autoimmune diabetes in adults	4490
Latent tuberculosis	4491
Lateral medullary syndrome	4492
Laziness	4493
Left atrial dilatation	4494
Left atrial hypertrophy	4495
Left ventricle outflow tract obstruction	4496
Left ventricular dysfunction	4497
Left ventricular end-diastolic pressure increased	4498
Left ventricular enlargement	4499
Left ventricular failure	4500
Left ventricular hypertrophy	4501
Leg amputation	4502
Legionella infection	4503
Leiomyoma	4504
Leiomyosarcoma	4505
Lemierre syndrome	4506
Lemmel's syndrome	4507
Lens dislocation	4508
Lens disorder	4509
Lens extraction	4510
Lenticular opacities	4511
Lepromatous leprosy	4512
Leprosy	4513
Leptotrichia infection	4514
Leriche syndrome	4515
Leser-Trelat sign	4516
Lethargy	4517
Leucine aminopeptidase increased	4518
Leuconostoc infection	4519
Leukaemia	4520
Leukaemia cutis	4521
Leukaemia monocytic	4522
Leukaemia recurrent	4523
Leukaemic infiltration	4524
Leukaemic infiltration extramedullary	4525
Leukaemic infiltration pulmonary	4526
Leukaemic infiltration renal	4527
Leukaemoid reaction	4528
Leukocyte alkaline phosphatase increased	4529
Leukocytosis	4530
Leukoderma	4531
Leukoencephalopathy	4532
Leukoerythroblastosis	4533
Leukonychia	4534
Leukopenia	4535
Leukoplakia	4536
Leukoplakia oesophageal	4537
Leukoplakia oral	4538
Lhermitte's sign	4539
Libido decreased	4540
Libido increased	4541
Lichen planus	4542
Lichenification	4543
Lichenoid keratosis	4544
Lid sulcus deepened	4545
Liddle's syndrome	4546
Life expectancy shortened	4547
Ligament disorder	4548
Ligament injury	4549
Ligament operation	4550
Ligament pain	4551
Ligament rupture	4552
Ligament sprain	4553
Light chain analysis increased	4554
Light chain disease	4555
Ligneous conjunctivitis	4556
Limb asymmetry	4557
Limb deformity	4558
Limb discomfort	4559
Limb fracture	4560
Limb injury	4561
Limb malformation	4562
Limb mass	4563
Limb operation	4564
Limb reduction defect	4565
Limbal stem cell deficiency	4566
Limbic encephalitis	4567
Linear IgA disease	4568
Lip and/or oral cavity cancer	4569
Lip and/or oral cavity cancer stage 0	4570
Lip blister	4571
Lip discolouration	4572
Lip disorder	4573
Lip dry	4574
Lip erosion	4575
Lip erythema	4576
Lip exfoliation	4577
Lip haemorrhage	4578
Lip injury	4579
Lip neoplasm	4580
Lip neoplasm malignant stage unspecified	4581
Lip oedema	4582
Lip pain	4583
Lip pruritus	4584
Lip squamous cell carcinoma	4585
Lip swelling	4586
Lip ulceration	4587
Lipase increased	4588
Lipid metabolism disorder	4589
Lipids abnormal	4590
Lipids increased	4591
Lipoatrophy	4592
Lipodystrophy acquired	4593
Lipogranuloma	4594
Lipohypertrophy	4595
Lipoma	4596
Lipoma of breast	4597
Lipomatosis	4598
Lipomeningocele	4599
Liposarcoma	4600
Lisfranc fracture	4601
Listeraemia	4602
Listeria encephalitis	4603
Listeria sepsis	4604
Listeria test positive	4605
Listeriosis	4606
Listless	4607
Lithiasis	4608
Live birth	4609
Livedo reticularis	4610
Liver abscess	4611
Liver carcinoma ruptured	4612
Liver disorder	4613
Liver function test abnormal	4614
Liver function test decreased	4615
Liver function test increased	4616
Liver injury	4617
Liver operation	4618
Liver sarcoidosis	4619
Liver scan abnormal	4620
Liver tenderness	4621
Liver transplant	4622
Liver transplant failure	4623
Liver transplant rejection	4624
Local anaesthetic systemic toxicity	4625
Local reaction	4626
Localised infection	4627
Localised oedema	4628
Lochial infection	4629
Locked-in syndrome	4630
Loefgren syndrome	4631
Logorrhoea	4632
Long QT syndrome	4633
Long QT syndrome congenital	4634
Loose associations	4635
Loose tooth	4636
Loss of consciousness	4637
Loss of control of legs	4638
Loss of personal independence in daily activities	4639
Loss of proprioception	4640
Loss of visual contrast sensitivity	4641
Low birth weight baby	4642
Low cardiac output syndrome	4643
Low density lipoprotein decreased	4644
Low density lipoprotein increased	4645
Low set ears	4646
Low turnover osteopathy	4647
Lower gastrointestinal haemorrhage	4648
Lower gastrointestinal perforation	4649
Lower limb fracture	4650
Lower respiratory tract infection	4651
Lower respiratory tract infection bacterial	4652
Lower respiratory tract infection fungal	4653
Lower respiratory tract infection viral	4654
Ludwig angina	4655
Lumbar hernia	4656
Lumbar radiculopathy	4657
Lumbar spinal stenosis	4658
Lumbar vertebral fracture	4659
Lumbosacral plexopathy	4660
Lumbosacral radiculopathy	4661
Lumbosacral radiculoplexus neuropathy	4662
Lung abscess	4663
Lung adenocarcinoma	4664
Lung adenocarcinoma recurrent	4665
Lung adenocarcinoma stage I	4666
Lung adenocarcinoma stage III	4667
Lung adenocarcinoma stage IV	4668
Lung assist device therapy	4669
Lung cancer metastatic	4670
Lung carcinoma cell type unspecified recurrent	4671
Lung carcinoma cell type unspecified stage 0	4672
Lung carcinoma cell type unspecified stage I	4673
Lung carcinoma cell type unspecified stage II	4674
Lung carcinoma cell type unspecified stage IV	4675
Lung consolidation	4676
Lung cyst	4677
Lung disorder	4678
Lung infiltration	4679
Lung infiltration malignant	4680
Lung neoplasm	4681
Lung neoplasm malignant	4682
Lung opacity	4683
Lung operation	4684
Lung perforation	4685
Lung squamous cell carcinoma metastatic	4686
Lung squamous cell carcinoma recurrent	4687
Lung squamous cell carcinoma stage I	4688
Lung squamous cell carcinoma stage II	4689
Lung squamous cell carcinoma stage IV	4690
Lung transplant rejection	4691
Lupus enteritis	4692
Lupus nephritis	4693
Lupus pancreatitis	4694
Lupus pleurisy	4695
Lupus vulgaris	4696
Lupus-like syndrome	4697
Luteal phase deficiency	4698
Lymph gland infection	4699
Lymph node abscess	4700
Lymph node haemorrhage	4701
Lymph node pain	4702
Lymph node palpable	4703
Lymph node tuberculosis	4704
Lymphadenectomy	4705
Lymphadenitis	4706
Lymphadenitis bacterial	4707
Lymphadenitis viral	4708
Lymphadenopathy	4709
Lymphadenopathy mediastinal	4710
Lymphangioleiomyomatosis	4711
Lymphangioma	4712
Lymphangiopathy	4713
Lymphangiosis carcinomatosa	4714
Lymphangitis	4715
Lymphatic fistula	4716
Lymphatic obstruction	4717
Lymphocele	4718
Lymphocyte count abnormal	4719
Lymphocyte count decreased	4720
Lymphocyte count increased	4721
Lymphocyte morphology abnormal	4722
Lymphocyte percentage decreased	4723
Lymphocyte percentage increased	4724
Lymphocyte stimulation test negative	4725
Lymphocyte stimulation test positive	4726
Lymphocyte transformation test positive	4727
Lymphocytic hypophysitis	4728
Lymphocytic infiltration	4729
Lymphocytic lymphoma	4730
Lymphocytopenia neonatal	4731
Lymphocytosis	4732
Lymphoedema	4733
Lymphoid tissue hyperplasia	4734
Lymphoma	4735
Lymphoma transformation	4736
Lymphomatoid papulosis	4737
Lymphopenia	4738
Lymphoplasmacytoid lymphoma/immunocytoma	4739
Lymphoproliferative disorder	4740
Lymphorrhoea	4741
Lymphostasis	4742
MELAS syndrome	4743
Macroamylasaemia	4744
Macroangiopathy	4745
Macroglossia	4746
Macrophages increased	4747
Macrosomia	4748
Macular cyst	4749
Macular degeneration	4750
Macular detachment	4751
Macular fibrosis	4752
Macular hole	4753
Macular ischaemia	4754
Macular oedema	4755
Macular pseudohole	4756
Macular scar	4757
Macular telangiectasia	4758
Maculopathy	4759
Madarosis	4760
Magnetic resonance imaging abnormal	4761
Magnetic resonance imaging head abnormal	4762
Major depression	4763
Malabsorption	4764
Malacoplakia gastrointestinal	4765
Malaise	4766
Malassezia infection	4767
Male genital atrophy	4768
Male genital tract tuberculosis	4769
Male sexual dysfunction	4770
Malformation venous	4771
Malignant anorectal neoplasm	4772
Malignant ascites	4773
Malignant catatonia	4774
Malignant fibrous histiocytoma	4775
Malignant genitourinary tract neoplasm	4776
Malignant glioma	4777
Malignant hydatidiform mole	4778
Malignant hypertension	4779
Malignant mediastinal neoplasm	4780
Malignant melanoma	4781
Malignant melanoma stage I	4782
Malignant melanoma stage III	4783
Malignant melanoma stage IV	4784
Malignant mesenchymoma	4785
Malignant mesenchymoma recurrent	4786
Malignant mesenteric neoplasm	4787
Malignant neoplasm of conjunctiva	4788
Malignant neoplasm of eyelid	4789
Malignant neoplasm of pleura	4790
Malignant neoplasm of renal pelvis	4791
Malignant neoplasm of spinal cord	4792
Malignant neoplasm of thorax	4793
Malignant neoplasm of thymus	4794
Malignant neoplasm of unknown primary site	4795
Malignant neoplasm papilla of Vater	4796
Malignant neoplasm progression	4797
Malignant nipple neoplasm female	4798
Malignant palate neoplasm	4799
Malignant pericardial neoplasm	4800
Malignant peritoneal neoplasm	4801
Malignant pituitary tumour	4802
Malignant pleural effusion	4803
Malignant splenic neoplasm	4804
Malignant sweat gland neoplasm	4805
Malignant transformation	4806
Malignant urinary tract neoplasm	4807
Mallory-Weiss syndrome	4808
Malocclusion	4809
Mammary duct ectasia	4810
Mania	4811
Manipulation	4812
Mantle cell lymphoma	4813
Mantle cell lymphoma recurrent	4814
Mantle cell lymphoma refractory	4815
Mantle cell lymphoma stage I	4816
Mantle cell lymphoma stage IV	4817
Marasmus	4818
Marchiafava-Bignami disease	4819
Marginal zone lymphoma	4820
Marrow hyperplasia	4821
Mass	4822
Mastication disorder	4823
Mastitis	4824
Mastitis bacterial	4825
Mastoid disorder	4826
Mastoiditis	4827
Maternal condition affecting foetus	4828
Maternal drugs affecting foetus	4829
Maternal exposure before pregnancy	4830
Maternal exposure during pregnancy	4831
Maternal exposure timing unspecified	4832
Matrix metalloproteinase-3	4833
Matrix metalloproteinase-3 increased	4834
Mean cell haemoglobin concentration abnormal	4835
Mean cell haemoglobin concentration decreased	4836
Mean cell haemoglobin decreased	4837
Mean cell haemoglobin increased	4838
Mean cell volume abnormal	4839
Mean cell volume decreased	4840
Mean cell volume increased	4841
Mean platelet volume decreased	4842
Measles	4843
Measles antibody positive	4844
Mechanical ileus	4845
Mechanical urticaria	4846
Mechanical ventilation	4847
Meconium abnormal	4848
Meconium aspiration syndrome	4849
Meconium ileus	4850
Meconium peritonitis	4851
Meconium plug syndrome	4852
Meconium stain	4853
Mediastinal abscess	4854
Mediastinal disorder	4855
Mediastinal fibrosis	4856
Mediastinal haematoma	4857
Mediastinal haemorrhage	4858
Mediastinal mass	4859
Mediastinitis	4860
Mediastinum neoplasm	4861
Medical device removal	4862
Medical device site cellulitis	4863
Medical device site haematoma	4864
Medical device site haemorrhage	4865
Medical device site infection	4866
Medical device site joint infection	4867
Medical device site oedema	4868
Medical device site ulcer	4869
Medication error	4870
Medication overuse headache	4871
Medulloblastoma	4872
Megacolon	4873
Megakaryocytes decreased	4874
Meibomianitis	4875
Meige's syndrome	4876
Melaena	4877
Melaena neonatal	4878
Melanocytic naevus	4879
Melanoderma	4880
Memory impairment	4881
Mendelson's syndrome	4882
Meniere's disease	4883
Meningeal disorder	4884
Meningioma	4885
Meningioma benign	4886
Meningioma malignant	4887
Meningism	4888
Meningitis	4889
Meningitis aseptic	4890
Meningitis bacterial	4891
Meningitis candida	4892
Meningitis chemical	4893
Meningitis cryptococcal	4894
Meningitis enterococcal	4895
Meningitis eosinophilic	4896
Meningitis fungal	4897
Meningitis haemophilus	4898
Meningitis herpes	4899
Meningitis listeria	4900
Meningitis noninfective	4901
Meningitis pneumococcal	4902
Meningitis salmonella	4903
Meningitis staphylococcal	4904
Meningitis streptococcal	4905
Meningitis tuberculous	4906
Meningitis viral	4907
Meningocele	4908
Meningococcal bacteraemia	4909
Meningococcal infection	4910
Meningococcal sepsis	4911
Meningoencephalitis amoebic	4912
Meningoencephalitis bacterial	4913
Meningoencephalitis herpetic	4914
Meningoencephalitis viral	4915
Meningomyelitis herpes	4916
Meningomyelocele	4917
Meningorrhagia	4918
Meniscus injury	4919
Menometrorrhagia	4920
Menopausal symptoms	4921
Menstrual disorder	4922
Menstruation delayed	4923
Menstruation irregular	4924
Mental disability	4925
Mental disorder	4926
Mental fatigue	4927
Mental impairment	4928
Mental status changes	4929
Mental status changes postoperative	4930
Meralgia paraesthetica	4931
Mesangioproliferative glomerulonephritis	4932
Mesenteric abscess	4933
Mesenteric arterial occlusion	4934
Mesenteric artery embolism	4935
Mesenteric artery thrombosis	4936
Mesenteric haematoma	4937
Mesenteric haemorrhage	4938
Mesenteric neoplasm	4939
Mesenteric panniculitis	4940
Mesenteric phlebosclerosis	4941
Mesenteric traction syndrome	4942
Mesenteric vein thrombosis	4943
Mesenteric venous occlusion	4944
Mesenteritis	4945
Mesothelioma	4946
Mesothelioma malignant	4947
Metabolic acidosis	4948
Metabolic alkalosis	4949
Metabolic disorder	4950
Metabolic encephalopathy	4951
Metabolic syndrome	4952
Metallosis of globe	4953
Metamorphopsia	4954
Metamyelocyte percentage increased	4955
Metaplasia	4956
Metaplastic breast carcinoma	4957
Metapneumovirus infection	4958
Metastases to abdominal cavity	4959
Metastases to abdominal wall	4960
Metastases to adrenals	4961
Metastases to bladder	4962
Metastases to bone	4963
Metastases to bone marrow	4964
Metastases to breast	4965
Metastases to central nervous system	4966
Metastases to diaphragm	4967
Metastases to gallbladder	4968
Metastases to gastrointestinal tract	4969
Metastases to heart	4970
Metastases to kidney	4971
Metastases to liver	4972
Metastases to lung	4973
Metastases to lymph nodes	4974
Metastases to meninges	4975
Metastases to mouth	4976
Metastases to muscle	4977
Metastases to neck	4978
Metastases to oesophagus	4979
Metastases to ovary	4980
Metastases to pancreas	4981
Metastases to pelvis	4982
Metastases to peripheral vascular system	4983
Metastases to peritoneum	4984
Metastases to pharynx	4985
Metastases to pleura	4986
Metastases to prostate	4987
Metastases to rectum	4988
Metastases to retroperitoneum	4989
Metastases to salivary gland	4990
Metastases to skin	4991
Metastases to soft tissue	4992
Metastases to spinal cord	4993
Metastases to spine	4994
Metastases to spleen	4995
Metastases to stomach	4996
Metastases to the mediastinum	4997
Metastases to the respiratory system	4998
Metastases to thorax	4999
Metastases to trachea	5000
Metastases to uterus	5001
Metastasis	5002
Metastatic carcinoid tumour	5003
Metastatic carcinoma of the bladder	5004
Metastatic gastric cancer	5005
Metastatic lymphoma	5006
Metastatic malignant melanoma	5007
Metastatic neoplasm	5008
Metastatic renal cell carcinoma	5009
Metastatic salivary gland cancer	5010
Metastatic squamous cell carcinoma	5011
Methaemoglobinaemia	5012
Microangiopathic haemolytic anaemia	5013
Microangiopathy	5014
Microcephaly	5015
Microcytic anaemia	5016
Micrognathia	5017
Micrographia	5018
Microphthalmos	5019
Microscopic polyangiitis	5020
Microsporum infection	5021
Microtia	5022
Microvascular coronary artery disease	5023
Micturition disorder	5024
Micturition frequency decreased	5025
Micturition urgency	5026
Middle ear adhesions	5027
Middle ear effusion	5028
Middle insomnia	5029
Middle lobe syndrome	5030
Migraine	5031
Migraine with aura	5032
Migrainous infarction	5033
Mikulicz's disease	5034
Milia	5035
Miliaria	5036
Milk allergy	5037
Milk-alkali syndrome	5038
Miller Fisher syndrome	5039
Mineral deficiency	5040
Miosis	5041
Miscarriage of partner	5042
Mitochondrial DNA deletion	5043
Mitochondrial encephalomyopathy	5044
Mitochondrial myopathy	5045
Mitochondrial toxicity	5046
Mitral perforation	5047
Mitral valve disease	5048
Mitral valve incompetence	5049
Mitral valve prolapse	5050
Mitral valve replacement	5051
Mitral valve stenosis	5052
Mixed anxiety and depressive disorder	5053
Mixed connective tissue disease	5054
Mixed deafness	5055
Mixed hepatocellular cholangiocarcinoma	5056
Mixed liver injury	5057
Moaning	5058
Mobility decreased	5059
Molluscum contagiosum	5060
Monoblast count decreased	5061
Monoclonal gammopathy	5062
Monoclonal immunoglobulin increased	5063
Monocyte count decreased	5064
Monocyte count increased	5065
Monocyte percentage abnormal	5066
Monocyte percentage decreased	5067
Monocyte percentage increased	5068
Monocytosis	5069
Monogenic diabetes	5070
Monomelic amyotrophy	5071
Mononeuritis	5072
Mononeuropathy multiplex	5073
Monoparesis	5074
Monoplegia	5075
Mood altered	5076
Mood swings	5077
Morbillivirus test positive	5078
Morning sickness	5079
Morose	5080
Morphoea	5081
Motion sickness	5082
Motor developmental delay	5083
Motor dysfunction	5084
Motor neurone disease	5085
Mouth breathing	5086
Mouth haemorrhage	5087
Mouth injury	5088
Mouth swelling	5089
Mouth ulceration	5090
Movement disorder	5091
Moyamoya disease	5092
Mucinous adenocarcinoma of appendix	5093
Mucinous breast carcinoma	5094
Mucinous endometrial carcinoma	5095
Mucocutaneous candidiasis	5096
Mucocutaneous disorder	5097
Mucocutaneous haemorrhage	5098
Mucocutaneous rash	5099
Mucocutaneous ulceration	5100
Mucoepidermoid carcinoma	5101
Mucopolysaccharidosis	5102
Mucormycosis	5103
Mucosa vesicle	5104
Mucosal discolouration	5105
Mucosal disorder	5106
Mucosal erosion	5107
Mucosal excoriation	5108
Mucosal exfoliation	5109
Mucosal haemorrhage	5110
Mucosal hyperaemia	5111
Mucosal hypertrophy	5112
Mucosal infection	5113
Mucosal inflammation	5114
Mucosal necrosis	5115
Mucosal ulceration	5116
Mucous stools	5117
Muir-Torre syndrome	5118
Multi-organ disorder	5119
Multicentric reticulohistiocytosis	5120
Multifocal motor neuropathy	5121
Multiple chemical sensitivity	5122
Multiple congenital abnormalities	5123
Multiple endocrine neoplasia	5124
Multiple fractures	5125
Multiple injuries	5126
Multiple organ dysfunction syndrome	5127
Multiple pregnancy	5128
Multiple sclerosis	5129
Multiple sclerosis relapse	5130
Multiple system atrophy	5131
Multiple-drug resistance	5132
Mumps	5133
Muscle abscess	5134
Muscle atrophy	5135
Muscle contractions involuntary	5136
Muscle contracture	5137
Muscle contusion	5138
Muscle discomfort	5139
Muscle disorder	5140
Muscle enzyme increased	5141
Muscle haemorrhage	5142
Muscle hypertrophy	5143
Muscle injury	5144
Muscle mass	5145
Muscle necrosis	5146
Muscle neoplasm	5147
Muscle rigidity	5148
Muscle rupture	5149
Muscle spasms	5150
Muscle spasticity	5151
Muscle strain	5152
Muscle swelling	5153
Muscle tightness	5154
Muscle tone disorder	5155
Muscle twitching	5156
Muscular dystrophy	5157
Muscular sarcoidosis	5158
Muscular weakness	5159
Musculocutaneous nerve injury	5160
Musculoskeletal chest pain	5161
Musculoskeletal discomfort	5162
Musculoskeletal disorder	5163
Musculoskeletal pain	5164
Musculoskeletal stiffness	5165
Mutism	5166
Myalgia	5167
Myasthenia gravis	5168
Myasthenia gravis crisis	5169
Myasthenic syndrome	5170
Mycobacterial infection	5171
Mycobacterial peritonitis	5172
Mycobacterium abscessus infection	5173
Mycobacterium avium complex infection	5174
Mycobacterium chelonae infection	5175
Mycobacterium fortuitum infection	5176
Mycobacterium haemophilum infection	5177
Mycobacterium kansasii infection	5178
Mycobacterium marinum infection	5179
Mycobacterium test	5180
Mycobacterium test positive	5181
Mycobacterium tuberculosis complex test negative	5182
Mycobacterium tuberculosis complex test positive	5183
Mycoplasma infection	5184
Mycoplasma test	5185
Mycoplasma test positive	5186
Mycotic corneal ulcer	5187
Mycotic endophthalmitis	5188
Mydriasis	5189
Myelitis	5190
Myelitis transverse	5191
Myeloblast count increased	5192
Myeloblast percentage increased	5193
Myeloblast present	5194
Myelocyte percentage increased	5195
Myelocyte present	5196
Myelodysplastic syndrome	5197
Myelodysplastic syndrome transformation	5198
Myelofibrosis	5199
Myeloid leukaemia	5200
Myeloid maturation arrest	5201
Myeloma cast nephropathy	5202
Myelopathy	5203
Myeloproliferative neoplasm	5204
Myelosuppression	5205
Myocardiac abscess	5206
Myocardial calcification	5207
Myocardial depression	5208
Myocardial fibrosis	5209
Myocardial haemorrhage	5210
Myocardial infarction	5211
Myocardial ischaemia	5212
Myocardial necrosis	5213
Myocardial necrosis marker	5214
Myocardial necrosis marker increased	5215
Myocardial oedema	5216
Myocardial rupture	5217
Myocardial strain	5218
Myocarditis	5219
Myocarditis infectious	5220
Myocarditis mycotic	5221
Myoclonic epilepsy	5222
Myoclonus	5223
Myofascial pain syndrome	5224
Myoglobin blood increased	5225
Myoglobin blood present	5226
Myoglobin urine present	5227
Myoglobinaemia	5228
Myoglobinuria	5229
Myomectomy	5230
Myopathy	5231
Myopathy endocrine	5232
Myopathy toxic	5233
Myopia	5234
Myosclerosis	5235
Myositis	5236
Myositis ossificans	5237
Myotonia	5238
Myotonic dystrophy	5239
Myringitis	5240
Myxoedema coma	5241
Myxofibrosarcoma	5242
N-ras gene mutation	5243
N-terminal prohormone brain natriuretic peptide increased	5244
Nail avulsion	5245
Nail bed bleeding	5246
Nail bed inflammation	5247
Nail discolouration	5248
Nail disorder	5249
Nail growth abnormal	5250
Nail hypertrophy	5251
Nail infection	5252
Nail injury	5253
Nail pigmentation	5254
Nail pitting	5255
Nail psoriasis	5256
Narcolepsy	5257
Narrow anterior chamber angle	5258
Nasal abscess	5259
Nasal adhesions	5260
Nasal cavity cancer	5261
Nasal cavity mass	5262
Nasal congestion	5263
Nasal cyst	5264
Nasal discharge discolouration	5265
Nasal discomfort	5266
Nasal disorder	5267
Nasal dryness	5268
Nasal inflammation	5269
Nasal mucosa atrophy	5270
Nasal mucosal disorder	5271
Nasal mucosal erosion	5272
Nasal obstruction	5273
Nasal oedema	5274
Nasal operation	5275
Nasal polyps	5276
Nasal pruritus	5277
Nasal septum deviation	5278
Nasal septum disorder	5279
Nasal septum haematoma	5280
Nasal septum perforation	5281
Nasal septum ulceration	5282
Nasal sinus cancer	5283
Nasal turbinate hypertrophy	5284
Nasopharyngeal cancer	5285
Nasopharyngitis	5286
Natural killer cell count increased	5287
Natural killer-cell leukaemia	5288
Natural killer-cell lymphoblastic lymphoma	5289
Nausea	5290
Near death experience	5291
Near drowning	5292
Neck injury	5293
Neck mass	5294
Neck pain	5295
Neck surgery	5296
Necrobiosis	5297
Necrolytic migratory erythema	5298
Necrosis	5299
Necrosis ischaemic	5300
Necrosis of artery	5301
Necrotic lymphadenopathy	5302
Necrotising colitis	5303
Necrotising enterocolitis neonatal	5304
Necrotising fasciitis	5305
Necrotising fasciitis fungal	5306
Necrotising fasciitis staphylococcal	5307
Necrotising fasciitis streptococcal	5308
Necrotising herpetic retinopathy	5309
Necrotising myositis	5310
Necrotising oesophagitis	5311
Necrotising panniculitis	5312
Necrotising retinitis	5313
Necrotising scleritis	5314
Necrotising soft tissue infection	5315
Necrotising ulcerative gingivostomatitis	5316
Needle issue	5317
Negative pressure pulmonary oedema	5318
Negative thoughts	5319
Neglect of personal appearance	5320
Neisseria infection	5321
Nelson's syndrome	5322
Nematodiasis	5323
Neonatal anuria	5324
Neonatal asphyxia	5325
Neonatal aspiration	5326
Neonatal behavioural syndrome	5327
Neonatal cardiac failure	5328
Neonatal cholestasis	5329
Neonatal disorder	5330
Neonatal gastrointestinal disorder	5331
Neonatal hypocalcaemia	5332
Neonatal hyponatraemia	5333
Neonatal hypotension	5334
Neonatal hypoxia	5335
Neonatal infection	5336
Neonatal intestinal dilatation	5337
Neonatal intestinal obstruction	5338
Neonatal intestinal perforation	5339
Neonatal oversedation	5340
Neonatal pneumonia	5341
Neonatal pneumothorax	5342
Neonatal respiratory arrest	5343
Neonatal respiratory depression	5344
Neonatal respiratory distress	5345
Neonatal respiratory distress syndrome	5346
Neonatal respiratory failure	5347
Neonatal seizure	5348
Neonatal tachycardia	5349
Neonatal tachypnoea	5350
Neonatal toxicity	5351
Neoplasm malignant	5352
Neoplasm of appendix	5353
Neoplasm of thymus	5354
Neoplasm progression	5355
Neoplasm recurrence	5356
Neoplasm skin	5357
Neovascular age-related macular degeneration	5358
Neovascularisation	5359
Nephrectomy	5360
Nephritic syndrome	5361
Nephritis	5362
Nephritis allergic	5363
Nephritis bacterial	5364
Nephritis haemorrhagic	5365
Nephrocalcinosis	5366
Nephrogenic anaemia	5367
Nephrogenic diabetes insipidus	5368
Nephrogenic systemic fibrosis	5369
Nephrolithiasis	5370
Nephropathy	5371
Nephropathy toxic	5372
Nephrosclerosis	5373
Nephrostomy	5374
Nephrotic syndrome	5375
Nephroureterectomy	5376
Nerve block	5377
Nerve compression	5378
Nerve conduction studies abnormal	5379
Nerve injury	5380
Nerve root injury	5381
Nervous system disorder	5382
Nervousness	5383
Neuralgia	5384
Neuralgic amyotrophy	5385
Neurilemmoma benign	5386
Neuritis	5387
Neuritis cranial	5388
Neuroblastoma	5389
Neuroblastoma recurrent	5390
Neurodegenerative disorder	5391
Neurodermatitis	5392
Neuroendocrine carcinoma	5393
Neuroendocrine carcinoma metastatic	5394
Neuroendocrine carcinoma of the skin	5395
Neuroendocrine tumour	5396
Neuroendocrine tumour of the lung	5397
